,commune,spot,full_name,url,date,hour,water_quality,conditions,level,hauteur,note,long,lat
143,plouhinec,kervegant,plouhinec kervegant,https://www.surf-sentinel.com/surf-report/france/morbihan/plouhinec/kervegant,2023-08-11,21,D,bonnes,2,0.6,10,47.664549,-3.2256925
144,plouhinec,kervegant,plouhinec kervegant,https://www.surf-sentinel.com/surf-report/france/morbihan/plouhinec/kervegant,2023-08-12,6,C,bonnes,3,0.6,5,47.664549,-3.2256925
145,plouhinec,kervegant,plouhinec kervegant,https://www.surf-sentinel.com/surf-report/france/morbihan/plouhinec/kervegant,2023-08-12,9,C,bonnes,3,0.6,5,47.664549,-3.2256925
146,plouhinec,kervegant,plouhinec kervegant,https://www.surf-sentinel.com/surf-report/france/morbihan/plouhinec/kervegant,2023-08-12,12,D,bonnes,3,0.6,10,47.664549,-3.2256925
147,plouhinec,kervegant,plouhinec kervegant,https://www.surf-sentinel.com/surf-report/france/morbihan/plouhinec/kervegant,2023-08-12,15,D,bonnes,3,0.6,10,47.664549,-3.2256925
148,plouhinec,kervegant,plouhinec kervegant,https://www.surf-sentinel.com/surf-report/france/morbihan/plouhinec/kervegant,2023-08-12,18,D,bonnes,3,0.6,10,47.664549,-3.2256925
149,plouhinec,kervegant,plouhinec kervegant,https://www.surf-sentinel.com/surf-report/france/morbihan/plouhinec/kervegant,2023-08-12,21,D,bonnes,3,0.6,10,47.664549,-3.2256925
150,plouhinec,kervegant,plouhinec kervegant,https://www.surf-sentinel.com/surf-report/france/morbihan/plouhinec/kervegant,2023-08-13,6,D,bonnes,3,0.6,10,47.664549,-3.2256925
151,plouhinec,kervegant,plouhinec kervegant,https://www.surf-sentinel.com/surf-report/france/morbihan/plouhinec/kervegant,2023-08-13,9,D,bonnes,3,0.6,10,47.664549,-3.2256925
152,plouhinec,kervegant,plouhinec kervegant,https://www.surf-sentinel.com/surf-report/france/morbihan/plouhinec/kervegant,2023-08-13,12,D,bonnes,3,0.6,10,47.664549,-3.2256925
153,plouhinec,kervegant,plouhinec kervegant,https://www.surf-sentinel.com/surf-report/france/morbihan/plouhinec/kervegant,2023-08-13,15,D,bonnes,3,0.6,10,47.664549,-3.2256925
154,plouhinec,kervegant,plouhinec kervegant,https://www.surf-sentinel.com/surf-report/france/morbihan/plouhinec/kervegant,2023-08-13,18,D,bonnes,3,0.6,10,47.664549,-3.2256925
155,plouhinec,kervegant,plouhinec kervegant,https://www.surf-sentinel.com/surf-report/france/morbihan/plouhinec/kervegant,2023-08-13,21,D,bonnes,3,0.6,10,47.664549,-3.2256925
156,plouhinec,kervegant,plouhinec kervegant,https://www.surf-sentinel.com/surf-report/france/morbihan/plouhinec/kervegant,2023-08-14,6,C,bonnes,2,0.6,6,47.664549,-3.2256925
157,plouhinec,kervegant,plouhinec kervegant,https://www.surf-sentinel.com/surf-report/france/morbihan/plouhinec/kervegant,2023-08-14,9,C,bonnes,2,0.6,6,47.664549,-3.2256925
158,plouhinec,kervegant,plouhinec kervegant,https://www.surf-sentinel.com/surf-report/france/morbihan/plouhinec/kervegant,2023-08-14,12,B,bonnes,2,0.6,4,47.664549,-3.2256925
159,plouhinec,kervegant,plouhinec kervegant,https://www.surf-sentinel.com/surf-report/france/morbihan/plouhinec/kervegant,2023-08-14,15,C,bonnes,2,0.6,6,47.664549,-3.2256925
160,plouhinec,kervegant,plouhinec kervegant,https://www.surf-sentinel.com/surf-report/france/morbihan/plouhinec/kervegant,2023-08-14,18,B,bonnes,1,0.6,8,47.664549,-3.2256925
161,plouhinec,kervegant,plouhinec kervegant,https://www.surf-sentinel.com/surf-report/france/morbihan/plouhinec/kervegant,2023-08-14,21,B,bonnes,1,0.6,8,47.664549,-3.2256925
162,plouhinec,kervegant,plouhinec kervegant,https://www.surf-sentinel.com/surf-report/france/morbihan/plouhinec/kervegant,2023-08-15,6,A,bonnes,1,0.6,7,47.664549,-3.2256925
163,plouhinec,kervegant,plouhinec kervegant,https://www.surf-sentinel.com/surf-report/france/morbihan/plouhinec/kervegant,2023-08-15,9,A,bonnes,1,0.6,7,47.664549,-3.2256925
164,plouhinec,kervegant,plouhinec kervegant,https://www.surf-sentinel.com/surf-report/france/morbihan/plouhinec/kervegant,2023-08-15,12,B,bonnes,1,0.6,8,47.664549,-3.2256925
165,plouhinec,kervegant,plouhinec kervegant,https://www.surf-sentinel.com/surf-report/france/morbihan/plouhinec/kervegant,2023-08-15,15,B,bonnes,1,0.6,8,47.664549,-3.2256925
166,plouhinec,kervegant,plouhinec kervegant,https://www.surf-sentinel.com/surf-report/france/morbihan/plouhinec/kervegant,2023-08-15,18,B,bonnes,1,0.6,8,47.664549,-3.2256925
167,plouhinec,kervegant,plouhinec kervegant,https://www.surf-sentinel.com/surf-report/france/morbihan/plouhinec/kervegant,2023-08-15,21,A,bonnes,1,0.6,7,47.664549,-3.2256925
168,gavres,gavres,gavres gavres,https://www.surf-sentinel.com/surf-report/france/morbihan/gavres/gavres,2023-08-09,6,B,bonnes,1,0.6,8,47.6966414,-3.3529371
169,gavres,gavres,gavres gavres,https://www.surf-sentinel.com/surf-report/france/morbihan/gavres/gavres,2023-08-09,9,B,bonnes,1,0.6,8,47.6966414,-3.3529371
170,gavres,gavres,gavres gavres,https://www.surf-sentinel.com/surf-report/france/morbihan/gavres/gavres,2023-08-09,12,D,bonnes,1,0.6,10,47.6966414,-3.3529371
171,gavres,gavres,gavres gavres,https://www.surf-sentinel.com/surf-report/france/morbihan/gavres/gavres,2023-08-09,15,C,bonnes,1,0.6,9,47.6966414,-3.3529371
172,gavres,gavres,gavres gavres,https://www.surf-sentinel.com/surf-report/france/morbihan/gavres/gavres,2023-08-09,18,B,bonnes,1,0.6,8,47.6966414,-3.3529371
173,gavres,gavres,gavres gavres,https://www.surf-sentinel.com/surf-report/france/morbihan/gavres/gavres,2023-08-09,21,B,bonnes,1,0.6,8,47.6966414,-3.3529371
174,gavres,gavres,gavres gavres,https://www.surf-sentinel.com/surf-report/france/morbihan/gavres/gavres,2023-08-10,6,C,bonnes,1,0.6,9,47.6966414,-3.3529371
175,gavres,gavres,gavres gavres,https://www.surf-sentinel.com/surf-report/france/morbihan/gavres/gavres,2023-08-10,9,B,bonnes,1,0.6,8,47.6966414,-3.3529371
176,gavres,gavres,gavres gavres,https://www.surf-sentinel.com/surf-report/france/morbihan/gavres/gavres,2023-08-10,12,C,bonnes,1,0.6,9,47.6966414,-3.3529371
177,gavres,gavres,gavres gavres,https://www.surf-sentinel.com/surf-report/france/morbihan/gavres/gavres,2023-08-10,15,C,bonnes,1,0.6,9,47.6966414,-3.3529371
178,gavres,gavres,gavres gavres,https://www.surf-sentinel.com/surf-report/france/morbihan/gavres/gavres,2023-08-10,18,C,bonnes,1,0.6,9,47.6966414,-3.3529371
179,gavres,gavres,gavres gavres,https://www.surf-sentinel.com/surf-report/france/morbihan/gavres/gavres,2023-08-10,21,C,bonnes,1,0.6,9,47.6966414,-3.3529371
180,gavres,gavres,gavres gavres,https://www.surf-sentinel.com/surf-report/france/morbihan/gavres/gavres,2023-08-11,6,C,bonnes,2,0.6,6,47.6966414,-3.3529371
181,gavres,gavres,gavres gavres,https://www.surf-sentinel.com/surf-report/france/morbihan/gavres/gavres,2023-08-11,9,D,bonnes,2,0.6,10,47.6966414,-3.3529371
182,gavres,gavres,gavres gavres,https://www.surf-sentinel.com/surf-report/france/morbihan/gavres/gavres,2023-08-11,12,D,bonnes,2,0.6,10,47.6966414,-3.3529371
183,gavres,gavres,gavres gavres,https://www.surf-sentinel.com/surf-report/france/morbihan/gavres/gavres,2023-08-11,15,D,bonnes,2,0.6,10,47.6966414,-3.3529371
184,gavres,gavres,gavres gavres,https://www.surf-sentinel.com/surf-report/france/morbihan/gavres/gavres,2023-08-11,18,D,bonnes,2,0.6,10,47.6966414,-3.3529371
185,gavres,gavres,gavres gavres,https://www.surf-sentinel.com/surf-report/france/morbihan/gavres/gavres,2023-08-11,21,D,bonnes,3,0.6,10,47.6966414,-3.3529371
186,gavres,gavres,gavres gavres,https://www.surf-sentinel.com/surf-report/france/morbihan/gavres/gavres,2023-08-12,6,C,bonnes,4,0.6,10,47.6966414,-3.3529371
187,gavres,gavres,gavres gavres,https://www.surf-sentinel.com/surf-report/france/morbihan/gavres/gavres,2023-08-12,9,C,bonnes,4,0.6,10,47.6966414,-3.3529371
188,gavres,gavres,gavres gavres,https://www.surf-sentinel.com/surf-report/france/morbihan/gavres/gavres,2023-08-12,12,D,bonnes,4,0.6,10,47.6966414,-3.3529371
189,gavres,gavres,gavres gavres,https://www.surf-sentinel.com/surf-report/france/morbihan/gavres/gavres,2023-08-12,15,D,bonnes,3,0.6,10,47.6966414,-3.3529371
190,gavres,gavres,gavres gavres,https://www.surf-sentinel.com/surf-report/france/morbihan/gavres/gavres,2023-08-12,18,D,bonnes,3,0.6,10,47.6966414,-3.3529371
191,gavres,gavres,gavres gavres,https://www.surf-sentinel.com/surf-report/france/morbihan/gavres/gavres,2023-08-12,21,D,bonnes,3,0.6,10,47.6966414,-3.3529371
192,gavres,gavres,gavres gavres,https://www.surf-sentinel.com/surf-report/france/morbihan/gavres/gavres,2023-08-13,6,C,bonnes,3,0.6,5,47.6966414,-3.3529371
193,gavres,gavres,gavres gavres,https://www.surf-sentinel.com/surf-report/france/morbihan/gavres/gavres,2023-08-13,9,C,bonnes,3,0.6,5,47.6966414,-3.3529371
194,gavres,gavres,gavres gavres,https://www.surf-sentinel.com/surf-report/france/morbihan/gavres/gavres,2023-08-13,12,C,bonnes,3,0.6,5,47.6966414,-3.3529371
195,gavres,gavres,gavres gavres,https://www.surf-sentinel.com/surf-report/france/morbihan/gavres/gavres,2023-08-13,15,C,bonnes,3,0.6,5,47.6966414,-3.3529371
196,gavres,gavres,gavres gavres,https://www.surf-sentinel.com/surf-report/france/morbihan/gavres/gavres,2023-08-13,18,C,bonnes,3,0.6,5,47.6966414,-3.3529371
197,gavres,gavres,gavres gavres,https://www.surf-sentinel.com/surf-report/france/morbihan/gavres/gavres,2023-08-13,21,C,bonnes,3,0.6,5,47.6966414,-3.3529371
198,gavres,gavres,gavres gavres,https://www.surf-sentinel.com/surf-report/france/morbihan/gavres/gavres,2023-08-14,6,B,bonnes,2,0.6,4,47.6966414,-3.3529371
199,gavres,gavres,gavres gavres,https://www.surf-sentinel.com/surf-report/france/morbihan/gavres/gavres,2023-08-14,9,D,bonnes,2,0.6,10,47.6966414,-3.3529371
200,gavres,gavres,gavres gavres,https://www.surf-sentinel.com/surf-report/france/morbihan/gavres/gavres,2023-08-14,12,D,bonnes,2,0.6,10,47.6966414,-3.3529371
201,gavres,gavres,gavres gavres,https://www.surf-sentinel.com/surf-report/france/morbihan/gavres/gavres,2023-08-14,15,D,bonnes,2,0.6,10,47.6966414,-3.3529371
202,gavres,gavres,gavres gavres,https://www.surf-sentinel.com/surf-report/france/morbihan/gavres/gavres,2023-08-14,18,C,bonnes,2,0.6,6,47.6966414,-3.3529371
203,gavres,gavres,gavres gavres,https://www.surf-sentinel.com/surf-report/france/morbihan/gavres/gavres,2023-08-14,21,C,bonnes,2,0.6,6,47.6966414,-3.3529371
204,gavres,gavres,gavres gavres,https://www.surf-sentinel.com/surf-report/france/morbihan/gavres/gavres,2023-08-15,6,B,bonnes,2,0.6,4,47.6966414,-3.3529371
205,gavres,gavres,gavres gavres,https://www.surf-sentinel.com/surf-report/france/morbihan/gavres/gavres,2023-08-15,9,B,bonnes,1,0.6,8,47.6966414,-3.3529371
206,gavres,gavres,gavres gavres,https://www.surf-sentinel.com/surf-report/france/morbihan/gavres/gavres,2023-08-15,12,B,bonnes,1,0.6,8,47.6966414,-3.3529371
207,gavres,gavres,gavres gavres,https://www.surf-sentinel.com/surf-report/france/morbihan/gavres/gavres,2023-08-15,15,B,bonnes,1,0.6,8,47.6966414,-3.3529371
208,gavres,gavres,gavres gavres,https://www.surf-sentinel.com/surf-report/france/morbihan/gavres/gavres,2023-08-15,18,B,bonnes,1,0.6,8,47.6966414,-3.3529371
209,gavres,gavres,gavres gavres,https://www.surf-sentinel.com/surf-report/france/morbihan/gavres/gavres,2023-08-15,21,A,bonnes,1,0.6,7,47.6966414,-3.3529371
210,larmor-plage,toulhars,larmor-plage toulhars,https://www.surf-sentinel.com/surf-report/france/morbihan/larmor-plage/toulhars,2023-08-09,6,B,bonnes,1,0.6,8,47.7058556,-3.3855627
211,larmor-plage,toulhars,larmor-plage toulhars,https://www.surf-sentinel.com/surf-report/france/morbihan/larmor-plage/toulhars,2023-08-09,9,C,bonnes,1,0.6,9,47.7058556,-3.3855627
212,larmor-plage,toulhars,larmor-plage toulhars,https://www.surf-sentinel.com/surf-report/france/morbihan/larmor-plage/toulhars,2023-08-09,12,D,bonnes,1,0.6,10,47.7058556,-3.3855627
213,larmor-plage,toulhars,larmor-plage toulhars,https://www.surf-sentinel.com/surf-report/france/morbihan/larmor-plage/toulhars,2023-08-09,15,C,bonnes,1,0.6,9,47.7058556,-3.3855627
214,larmor-plage,toulhars,larmor-plage toulhars,https://www.surf-sentinel.com/surf-report/france/morbihan/larmor-plage/toulhars,2023-08-09,18,B,bonnes,1,0.6,8,47.7058556,-3.3855627
215,larmor-plage,toulhars,larmor-plage toulhars,https://www.surf-sentinel.com/surf-report/france/morbihan/larmor-plage/toulhars,2023-08-09,21,B,bonnes,1,0.6,8,47.7058556,-3.3855627
216,larmor-plage,toulhars,larmor-plage toulhars,https://www.surf-sentinel.com/surf-report/france/morbihan/larmor-plage/toulhars,2023-08-10,6,B,bonnes,1,0.6,8,47.7058556,-3.3855627
217,larmor-plage,toulhars,larmor-plage toulhars,https://www.surf-sentinel.com/surf-report/france/morbihan/larmor-plage/toulhars,2023-08-10,9,B,bonnes,1,0.6,8,47.7058556,-3.3855627
218,larmor-plage,toulhars,larmor-plage toulhars,https://www.surf-sentinel.com/surf-report/france/morbihan/larmor-plage/toulhars,2023-08-10,12,C,bonnes,1,0.6,9,47.7058556,-3.3855627
219,larmor-plage,toulhars,larmor-plage toulhars,https://www.surf-sentinel.com/surf-report/france/morbihan/larmor-plage/toulhars,2023-08-10,15,C,bonnes,1,0.6,9,47.7058556,-3.3855627
220,larmor-plage,toulhars,larmor-plage toulhars,https://www.surf-sentinel.com/surf-report/france/morbihan/larmor-plage/toulhars,2023-08-10,18,C,bonnes,1,0.6,9,47.7058556,-3.3855627
221,larmor-plage,toulhars,larmor-plage toulhars,https://www.surf-sentinel.com/surf-report/france/morbihan/larmor-plage/toulhars,2023-08-10,21,C,bonnes,1,0.6,9,47.7058556,-3.3855627
222,larmor-plage,toulhars,larmor-plage toulhars,https://www.surf-sentinel.com/surf-report/france/morbihan/larmor-plage/toulhars,2023-08-11,6,C,bonnes,2,0.6,6,47.7058556,-3.3855627
223,larmor-plage,toulhars,larmor-plage toulhars,https://www.surf-sentinel.com/surf-report/france/morbihan/larmor-plage/toulhars,2023-08-11,9,D,bonnes,2,0.6,10,47.7058556,-3.3855627
224,larmor-plage,toulhars,larmor-plage toulhars,https://www.surf-sentinel.com/surf-report/france/morbihan/larmor-plage/toulhars,2023-08-11,12,D,bonnes,2,0.6,10,47.7058556,-3.3855627
225,larmor-plage,toulhars,larmor-plage toulhars,https://www.surf-sentinel.com/surf-report/france/morbihan/larmor-plage/toulhars,2023-08-11,15,C,bonnes,2,0.6,6,47.7058556,-3.3855627
226,larmor-plage,toulhars,larmor-plage toulhars,https://www.surf-sentinel.com/surf-report/france/morbihan/larmor-plage/toulhars,2023-08-11,18,D,bonnes,2,0.6,10,47.7058556,-3.3855627
227,larmor-plage,toulhars,larmor-plage toulhars,https://www.surf-sentinel.com/surf-report/france/morbihan/larmor-plage/toulhars,2023-08-11,21,D,bonnes,3,0.6,10,47.7058556,-3.3855627
228,larmor-plage,toulhars,larmor-plage toulhars,https://www.surf-sentinel.com/surf-report/france/morbihan/larmor-plage/toulhars,2023-08-12,6,C,bonnes,4,0.6,10,47.7058556,-3.3855627
229,larmor-plage,toulhars,larmor-plage toulhars,https://www.surf-sentinel.com/surf-report/france/morbihan/larmor-plage/toulhars,2023-08-12,9,C,bonnes,4,0.6,10,47.7058556,-3.3855627
230,larmor-plage,toulhars,larmor-plage toulhars,https://www.surf-sentinel.com/surf-report/france/morbihan/larmor-plage/toulhars,2023-08-12,12,C,bonnes,4,0.6,10,47.7058556,-3.3855627
231,larmor-plage,toulhars,larmor-plage toulhars,https://www.surf-sentinel.com/surf-report/france/morbihan/larmor-plage/toulhars,2023-08-12,15,C,bonnes,3,0.6,5,47.7058556,-3.3855627
232,larmor-plage,toulhars,larmor-plage toulhars,https://www.surf-sentinel.com/surf-report/france/morbihan/larmor-plage/toulhars,2023-08-12,18,C,bonnes,3,0.6,5,47.7058556,-3.3855627
233,larmor-plage,toulhars,larmor-plage toulhars,https://www.surf-sentinel.com/surf-report/france/morbihan/larmor-plage/toulhars,2023-08-12,21,D,bonnes,3,0.6,10,47.7058556,-3.3855627
234,larmor-plage,toulhars,larmor-plage toulhars,https://www.surf-sentinel.com/surf-report/france/morbihan/larmor-plage/toulhars,2023-08-13,6,C,bonnes,3,0.6,5,47.7058556,-3.3855627
235,larmor-plage,toulhars,larmor-plage toulhars,https://www.surf-sentinel.com/surf-report/france/morbihan/larmor-plage/toulhars,2023-08-13,9,C,bonnes,3,0.6,5,47.7058556,-3.3855627
236,larmor-plage,toulhars,larmor-plage toulhars,https://www.surf-sentinel.com/surf-report/france/morbihan/larmor-plage/toulhars,2023-08-13,12,C,bonnes,3,0.6,5,47.7058556,-3.3855627
237,larmor-plage,toulhars,larmor-plage toulhars,https://www.surf-sentinel.com/surf-report/france/morbihan/larmor-plage/toulhars,2023-08-13,15,C,bonnes,3,0.6,5,47.7058556,-3.3855627
238,larmor-plage,toulhars,larmor-plage toulhars,https://www.surf-sentinel.com/surf-report/france/morbihan/larmor-plage/toulhars,2023-08-13,18,C,bonnes,3,0.6,5,47.7058556,-3.3855627
239,larmor-plage,toulhars,larmor-plage toulhars,https://www.surf-sentinel.com/surf-report/france/morbihan/larmor-plage/toulhars,2023-08-13,21,C,bonnes,3,0.6,5,47.7058556,-3.3855627
240,larmor-plage,toulhars,larmor-plage toulhars,https://www.surf-sentinel.com/surf-report/france/morbihan/larmor-plage/toulhars,2023-08-14,6,B,bonnes,2,0.6,4,47.7058556,-3.3855627
241,larmor-plage,toulhars,larmor-plage toulhars,https://www.surf-sentinel.com/surf-report/france/morbihan/larmor-plage/toulhars,2023-08-14,9,D,bonnes,2,0.6,10,47.7058556,-3.3855627
242,larmor-plage,toulhars,larmor-plage toulhars,https://www.surf-sentinel.com/surf-report/france/morbihan/larmor-plage/toulhars,2023-08-14,12,D,bonnes,2,0.6,10,47.7058556,-3.3855627
243,larmor-plage,toulhars,larmor-plage toulhars,https://www.surf-sentinel.com/surf-report/france/morbihan/larmor-plage/toulhars,2023-08-14,15,D,bonnes,2,0.6,10,47.7058556,-3.3855627
244,larmor-plage,toulhars,larmor-plage toulhars,https://www.surf-sentinel.com/surf-report/france/morbihan/larmor-plage/toulhars,2023-08-14,18,C,bonnes,2,0.6,6,47.7058556,-3.3855627
245,larmor-plage,toulhars,larmor-plage toulhars,https://www.surf-sentinel.com/surf-report/france/morbihan/larmor-plage/toulhars,2023-08-14,21,C,bonnes,2,0.6,6,47.7058556,-3.3855627
246,larmor-plage,toulhars,larmor-plage toulhars,https://www.surf-sentinel.com/surf-report/france/morbihan/larmor-plage/toulhars,2023-08-15,6,B,bonnes,2,0.6,4,47.7058556,-3.3855627
247,larmor-plage,toulhars,larmor-plage toulhars,https://www.surf-sentinel.com/surf-report/france/morbihan/larmor-plage/toulhars,2023-08-15,9,B,bonnes,1,0.6,8,47.7058556,-3.3855627
248,larmor-plage,toulhars,larmor-plage toulhars,https://www.surf-sentinel.com/surf-report/france/morbihan/larmor-plage/toulhars,2023-08-15,12,B,bonnes,1,0.6,8,47.7058556,-3.3855627
249,larmor-plage,toulhars,larmor-plage toulhars,https://www.surf-sentinel.com/surf-report/france/morbihan/larmor-plage/toulhars,2023-08-15,15,B,bonnes,1,0.6,8,47.7058556,-3.3855627
250,larmor-plage,toulhars,larmor-plage toulhars,https://www.surf-sentinel.com/surf-report/france/morbihan/larmor-plage/toulhars,2023-08-15,18,B,bonnes,1,0.6,8,47.7058556,-3.3855627
251,larmor-plage,toulhars,larmor-plage toulhars,https://www.surf-sentinel.com/surf-report/france/morbihan/larmor-plage/toulhars,2023-08-15,21,B,bonnes,1,0.6,8,47.7058556,-3.3855627
252,larmor-plage,anse-de-kerguelen,larmor-plage anse-de-kerguelen,https://www.surf-sentinel.com/surf-report/france/morbihan/larmor-plage/anse-de-kerguelen,2023-08-09,6,B,bonnes,1,0.6,8,47.70566,-3.40123
253,larmor-plage,anse-de-kerguelen,larmor-plage anse-de-kerguelen,https://www.surf-sentinel.com/surf-report/france/morbihan/larmor-plage/anse-de-kerguelen,2023-08-09,9,B,bonnes,1,0.6,8,47.70566,-3.40123
254,larmor-plage,anse-de-kerguelen,larmor-plage anse-de-kerguelen,https://www.surf-sentinel.com/surf-report/france/morbihan/larmor-plage/anse-de-kerguelen,2023-08-09,12,D,bonnes,1,0.6,10,47.70566,-3.40123
255,larmor-plage,anse-de-kerguelen,larmor-plage anse-de-kerguelen,https://www.surf-sentinel.com/surf-report/france/morbihan/larmor-plage/anse-de-kerguelen,2023-08-09,15,C,bonnes,1,0.6,9,47.70566,-3.40123
256,larmor-plage,anse-de-kerguelen,larmor-plage anse-de-kerguelen,https://www.surf-sentinel.com/surf-report/france/morbihan/larmor-plage/anse-de-kerguelen,2023-08-09,18,B,bonnes,1,0.6,8,47.70566,-3.40123
257,larmor-plage,anse-de-kerguelen,larmor-plage anse-de-kerguelen,https://www.surf-sentinel.com/surf-report/france/morbihan/larmor-plage/anse-de-kerguelen,2023-08-09,21,B,bonnes,1,0.6,8,47.70566,-3.40123
258,larmor-plage,anse-de-kerguelen,larmor-plage anse-de-kerguelen,https://www.surf-sentinel.com/surf-report/france/morbihan/larmor-plage/anse-de-kerguelen,2023-08-10,6,C,bonnes,1,0.6,9,47.70566,-3.40123
259,larmor-plage,anse-de-kerguelen,larmor-plage anse-de-kerguelen,https://www.surf-sentinel.com/surf-report/france/morbihan/larmor-plage/anse-de-kerguelen,2023-08-10,9,B,bonnes,1,0.6,8,47.70566,-3.40123
260,larmor-plage,anse-de-kerguelen,larmor-plage anse-de-kerguelen,https://www.surf-sentinel.com/surf-report/france/morbihan/larmor-plage/anse-de-kerguelen,2023-08-10,12,C,bonnes,1,0.6,9,47.70566,-3.40123
261,larmor-plage,anse-de-kerguelen,larmor-plage anse-de-kerguelen,https://www.surf-sentinel.com/surf-report/france/morbihan/larmor-plage/anse-de-kerguelen,2023-08-10,15,C,bonnes,1,0.6,9,47.70566,-3.40123
262,larmor-plage,anse-de-kerguelen,larmor-plage anse-de-kerguelen,https://www.surf-sentinel.com/surf-report/france/morbihan/larmor-plage/anse-de-kerguelen,2023-08-10,18,C,bonnes,1,0.6,9,47.70566,-3.40123
263,larmor-plage,anse-de-kerguelen,larmor-plage anse-de-kerguelen,https://www.surf-sentinel.com/surf-report/france/morbihan/larmor-plage/anse-de-kerguelen,2023-08-10,21,C,bonnes,1,0.6,9,47.70566,-3.40123
264,larmor-plage,anse-de-kerguelen,larmor-plage anse-de-kerguelen,https://www.surf-sentinel.com/surf-report/france/morbihan/larmor-plage/anse-de-kerguelen,2023-08-11,6,C,bonnes,2,0.6,6,47.70566,-3.40123
265,larmor-plage,anse-de-kerguelen,larmor-plage anse-de-kerguelen,https://www.surf-sentinel.com/surf-report/france/morbihan/larmor-plage/anse-de-kerguelen,2023-08-11,9,D,bonnes,2,0.6,10,47.70566,-3.40123
266,larmor-plage,anse-de-kerguelen,larmor-plage anse-de-kerguelen,https://www.surf-sentinel.com/surf-report/france/morbihan/larmor-plage/anse-de-kerguelen,2023-08-11,12,D,bonnes,2,0.6,10,47.70566,-3.40123
267,larmor-plage,anse-de-kerguelen,larmor-plage anse-de-kerguelen,https://www.surf-sentinel.com/surf-report/france/morbihan/larmor-plage/anse-de-kerguelen,2023-08-11,15,C,bonnes,2,0.6,6,47.70566,-3.40123
268,larmor-plage,anse-de-kerguelen,larmor-plage anse-de-kerguelen,https://www.surf-sentinel.com/surf-report/france/morbihan/larmor-plage/anse-de-kerguelen,2023-08-11,18,D,bonnes,2,0.6,10,47.70566,-3.40123
269,larmor-plage,anse-de-kerguelen,larmor-plage anse-de-kerguelen,https://www.surf-sentinel.com/surf-report/france/morbihan/larmor-plage/anse-de-kerguelen,2023-08-11,21,D,bonnes,3,0.6,10,47.70566,-3.40123
270,larmor-plage,anse-de-kerguelen,larmor-plage anse-de-kerguelen,https://www.surf-sentinel.com/surf-report/france/morbihan/larmor-plage/anse-de-kerguelen,2023-08-12,6,C,bonnes,4,0.6,10,47.70566,-3.40123
271,larmor-plage,anse-de-kerguelen,larmor-plage anse-de-kerguelen,https://www.surf-sentinel.com/surf-report/france/morbihan/larmor-plage/anse-de-kerguelen,2023-08-12,9,C,bonnes,4,0.6,10,47.70566,-3.40123
272,larmor-plage,anse-de-kerguelen,larmor-plage anse-de-kerguelen,https://www.surf-sentinel.com/surf-report/france/morbihan/larmor-plage/anse-de-kerguelen,2023-08-12,12,C,bonnes,4,0.6,10,47.70566,-3.40123
273,larmor-plage,anse-de-kerguelen,larmor-plage anse-de-kerguelen,https://www.surf-sentinel.com/surf-report/france/morbihan/larmor-plage/anse-de-kerguelen,2023-08-12,15,D,bonnes,3,0.6,10,47.70566,-3.40123
274,larmor-plage,anse-de-kerguelen,larmor-plage anse-de-kerguelen,https://www.surf-sentinel.com/surf-report/france/morbihan/larmor-plage/anse-de-kerguelen,2023-08-12,18,D,bonnes,3,0.6,10,47.70566,-3.40123
275,larmor-plage,anse-de-kerguelen,larmor-plage anse-de-kerguelen,https://www.surf-sentinel.com/surf-report/france/morbihan/larmor-plage/anse-de-kerguelen,2023-08-12,21,D,bonnes,3,0.6,10,47.70566,-3.40123
276,larmor-plage,anse-de-kerguelen,larmor-plage anse-de-kerguelen,https://www.surf-sentinel.com/surf-report/france/morbihan/larmor-plage/anse-de-kerguelen,2023-08-13,6,C,bonnes,3,0.6,5,47.70566,-3.40123
277,larmor-plage,anse-de-kerguelen,larmor-plage anse-de-kerguelen,https://www.surf-sentinel.com/surf-report/france/morbihan/larmor-plage/anse-de-kerguelen,2023-08-13,9,C,bonnes,3,0.6,5,47.70566,-3.40123
278,larmor-plage,anse-de-kerguelen,larmor-plage anse-de-kerguelen,https://www.surf-sentinel.com/surf-report/france/morbihan/larmor-plage/anse-de-kerguelen,2023-08-13,12,C,bonnes,3,0.6,5,47.70566,-3.40123
279,larmor-plage,anse-de-kerguelen,larmor-plage anse-de-kerguelen,https://www.surf-sentinel.com/surf-report/france/morbihan/larmor-plage/anse-de-kerguelen,2023-08-13,15,C,bonnes,3,0.6,5,47.70566,-3.40123
280,larmor-plage,anse-de-kerguelen,larmor-plage anse-de-kerguelen,https://www.surf-sentinel.com/surf-report/france/morbihan/larmor-plage/anse-de-kerguelen,2023-08-13,18,C,bonnes,3,0.6,5,47.70566,-3.40123
281,larmor-plage,anse-de-kerguelen,larmor-plage anse-de-kerguelen,https://www.surf-sentinel.com/surf-report/france/morbihan/larmor-plage/anse-de-kerguelen,2023-08-13,21,C,bonnes,3,0.6,5,47.70566,-3.40123
282,larmor-plage,anse-de-kerguelen,larmor-plage anse-de-kerguelen,https://www.surf-sentinel.com/surf-report/france/morbihan/larmor-plage/anse-de-kerguelen,2023-08-14,6,B,bonnes,2,0.6,4,47.70566,-3.40123
